text,font_size,font_color_red,font_color_green,font_color_blue,font_color_alpha,font_weight,output
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
www.kdnuggets.com,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
"""Why Uber's self-driving car killed a pedestrian""",12.4678,51,102,204,1,400,1
The Economist,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
"""IBM Has a Watson Dilemma""",12.4678,51,102,204,1,400,1
The Wall Street Journal,16,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
"""Comparison of a traditional systematic review approach with review-of-reviews and semi-automation as strategies to update the evidence""",12.4678,51,102,204,1,400,1
Systematic Reviews,14,51,102,204,1,400,1
Jump up to:,12.6,51,102,204,1,400,1
World Policy Journal,14,51,102,204,1,400,1
Science,14,51,102,204,1,400,1
arXiv,12.32,51,102,204,1,400,1
Bibcode,12.32,51,102,204,1,400,1
(PDF),11.97,32,33,34,1,400,1
archived,12.4678,51,102,204,1,400,1
(PDF),11.97,32,33,34,1,400,1
", retrieved",12.6,32,33,34,1,400,1
Julia Angwin,16,51,102,204,1,400,1
"""Machine Bias""",12.4678,51,102,204,1,400,1
ProPublica,16,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
"""Opinion | When an Algorithm Helps Send You to Prison""",12.4678,51,102,204,1,400,1
New York Times,12.32,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
"""Google apologises for racist blunder""",12.4678,51,102,204,1,400,1
BBC News,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
"""Google 'fixed' its racist algorithm by removing gorillas from its image-labeling tech""",12.4678,51,102,204,1,400,1
The Verge,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
"""Opinion | Artificial Intelligence's White Guy Problem""",12.4678,51,102,204,1,400,1
New York Times,12.32,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
"""Why Microsoft's teen chatbot, Tay, said lots of awful things online""",12.4678,51,102,204,1,400,1
MIT Technology Review,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
"""Microsoft says its racist chatbot illustrates how AI isn't adaptable enough to help most businesses""",12.4678,51,102,204,1,400,1
MIT Technology Review,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
"""Fei-Fei Li's Quest to Make Machines Better for Humanity""",12.4678,51,102,204,1,400,1
Wired,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
"""Single pixel change fools AI programs""",12.4678,51,102,204,1,400,1
BBC News,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
"""AI Has a Hallucination Problem That's Proving Tough to Fix""",12.4678,51,102,204,1,400,1
WIRED,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
"""Machine-learning models vulnerable to undetectable backdoors""",12.4678,51,102,204,1,400,1
The Register,16,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
"""Undetectable Backdoors Plantable In Any Machine-Learning Algorithm""",12.4678,51,102,204,1,400,1
IEEE Spectrum,16,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
arXiv,12.32,51,102,204,1,400,1
cs.LG,12.4678,51,102,204,1,400,1
"""A Study of Cross-Validation and Bootstrap for Accuracy Estimation and Model Selection""",12.4678,51,102,204,1,400,1
(PDF),11.97,32,33,34,1,400,1
International Joint Conference on Artificial Intelligence,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
(PDF),11.97,32,33,34,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
International Journal of Geographical Information Science,14,51,102,204,1,400,1
"""The Ethics of Artificial Intelligence""",12.4678,51,102,204,1,400,1
(PDF),11.97,32,33,34,1,400,1
the original,12.4678,51,102,204,1,400,1
(PDF),11.97,32,33,34,1,400,1
"""The fight against racist algorithms""",12.4678,51,102,204,1,400,1
The Outline,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
"""Machine learning is racist because the internet is racist""",12.4678,51,102,204,1,400,1
The Outline,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
"""THE ETHICS OF ARTIFICIAL INTELLIGENCE""",12.4678,51,102,204,1,400,1
(PDF),11.97,32,33,34,1,400,1
Nick Bostrom,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
(PDF),11.97,32,33,34,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
arXiv,12.32,51,102,204,1,400,1
cs.CY,12.4678,51,102,204,1,400,1
"""Language necessarily contains human biases, and so will machines trained on language corpora""",12.4678,51,102,204,1,400,1
Freedom to Tinker,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
New England Journal of Medicine,14,51,102,204,1,400,1
New England Journal of Medicine,12.32,51,102,204,1,400,1
"""Deep Neural Networks for Acoustic Modeling in Speech Recognition""",12.4678,51,102,204,1,400,1
airesearch.com,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
"""GPUs Continue to Dominate the AI Accelerator Market for Now""",12.4678,51,102,204,1,400,1
InformationWeek,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
"""AI is changing the entire nature of compute""",12.4678,51,102,204,1,400,1
ZDNet,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
"""AI and Compute""",12.4678,51,102,204,1,400,1
OpenAI,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
"""Cornell & NTT's Physical Neural Networks: A ""Radical Alternative for Implementing Deep Neural Networks"" That Enables Arbitrary Physical Systems Training | Synced""",12.4678,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
"""Nano-spaghetti to solve neural network power consumption""",12.4678,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
"""Extending the battery lifetime of wearable sensors with embedded machine learning""",12.4678,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
"""A Beginner's Guide To Machine learning For Embedded Systems""",12.4678,51,102,204,1,400,1
Analytics India Magazine,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
syncedreview.com,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
arXiv,12.32,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
"""Towards Deep Learning using TensorFlow Lite on RISC-V""",12.4678,51,102,204,1,400,1
Harvard University,16,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
"""Approximate Computing Methods for Embedded Machine Learning""",12.4678,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
"""dblp: TensorFlow Eager: A Multi-Stage, Python-Embedded DSL for Machine Learning""",12.4678,51,102,204,1,400,1
dblp.org,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
. Retrieved,12.6,32,33,34,1,400,1
"""Machine Learning in Resource-Scarce Embedded Systems, FPGAs, and End-Devices: A Survey""",12.4678,51,102,204,1,400,1
Electronics,14,51,102,204,1,400,1
Sources,21,0,0,0,1,400,1
"Domingos, Pedro",16,51,102,204,1,400,1
The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World,14,51,102,204,1,400,1
Basic Books,16,51,102,204,1,400,1
"Nilsson, Nils",12.32,51,102,204,1,400,1
Artificial Intelligence: A New Synthesis,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
"Russell, Stuart J.",16,51,102,204,1,400,1
"Norvig, Peter",16,51,102,204,1,400,1
Artificial Intelligence: A Modern Approach,14,51,102,204,1,400,1
"Mackworth, Alan",16,51,102,204,1,400,1
Computational Intelligence: A Logical Approach,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
Further reading,21,0,0,0,1,400,1
"Nils J. Nilsson, .",16,32,33,34,1,400,1
Introduction to Machine Learning,12.4678,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
Wayback Machine,16,51,102,204,1,400,1
Trevor Hastie,16,51,102,204,1,400,1
Robert Tibshirani,16,51,102,204,1,400,1
Jerome H. Friedman,16,51,102,204,1,400,1
The Elements of Statistical Learning,12.4678,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
Wayback Machine,16,51,102,204,1,400,1
Pedro Domingos,16,51,102,204,1,400,1
The Master Algorithm,16,51,102,204,1,400,1
Data Mining: Practical machine learning tools and techniques,14,51,102,204,1,400,1
Introduction to Machine Learning,14,51,102,204,1,400,1
David J. C. MacKay,16,51,102,204,1,400,1
"Information Theory, Inference, and Learning Algorithms",12.4678,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
Wayback Machine,16,51,102,204,1,400,1
Richard O. Duda,16,51,102,204,1,400,1
Peter E. Hart,16,51,102,204,1,400,1
Pattern classification,14,51,102,204,1,400,1
Christopher Bishop,16,51,102,204,1,400,1
Neural Networks for Pattern Recognition,14,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
Wayback Machine,16,51,102,204,1,400,1
Ray Solomonoff,16,51,102,204,1,400,1
An Inductive Inference Machine,14,51,102,204,1,400,1
Ray Solomonoff,16,51,102,204,1,400,1
An Inductive Inference Machine,12.4678,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
Wayback Machine,16,51,102,204,1,400,1
Dartmouth Summer Research Conference on AI,16,51,102,204,1,400,1
Probabilistic Machine Learning: An Introduction,12.4678,51,102,204,1,400,1
Archived,12.4678,51,102,204,1,400,1
Wayback Machine,16,51,102,204,1,400,1
External links,21,0,0,0,1,400,1
Wikimedia Commons has media related to .,12.32,32,33,34,1,400,1
Machine learning,12.32,51,102,204,1,700,1
Quotations related to at Wikiquote,16,32,33,34,1,400,1
Machine learning,12.32,51,102,204,1,700,1
International Machine Learning Society,12.4678,51,102,204,1,400,1
is an academic database of open-source machine learning software.,16,32,33,34,1,400,1
mloss,12.4678,51,102,204,1,400,1
Differentiable computing,16,32,33,34,1,400,1
General,16,51,102,204,1,400,1
Differentiable programming,16,51,102,204,1,400,1
Information geometry,16,51,102,204,1,400,1
Statistical manifold,16,51,102,204,1,400,1
Automatic differentiation,16,51,102,204,1,400,1
Neuromorphic engineering,16,51,102,204,1,400,1
Pattern recognition,16,51,102,204,1,400,1
Tensor calculus,16,51,102,204,1,400,1
Computational learning theory,16,51,102,204,1,400,1
Inductive bias,16,51,102,204,1,400,1
Concepts,12.32,32,33,34,1,700,1
Gradient descent,16,51,102,204,1,400,1
Clustering,16,51,102,204,1,400,1
Regression,16,51,102,204,1,400,1
Overfitting,16,51,102,204,1,400,1
Hallucination,16,51,102,204,1,400,1
Adversary,16,51,102,204,1,400,1
Attention,16,51,102,204,1,400,1
Convolution,16,51,102,204,1,400,1
Loss functions,16,51,102,204,1,400,1
Backpropagation,16,51,102,204,1,400,1
Normalization,16,51,102,204,1,400,1
Activation,16,51,102,204,1,400,1
Softmax,16,51,102,204,1,400,1
Sigmoid,16,51,102,204,1,400,1
Rectifier,16,51,102,204,1,400,1
Regularization,16,51,102,204,1,400,1
Datasets,12.32,51,102,204,1,400,1
Augmentation,16,51,102,204,1,400,1
Diffusion,16,51,102,204,1,400,1
Autoregression,16,51,102,204,1,400,1
Programming languages,12.32,32,33,34,1,700,1
Python,16,51,102,204,1,400,1
Julia,16,51,102,204,1,400,1
Swift,16,51,102,204,1,400,1
Applications,12.32,32,33,34,1,700,1
Machine learning,17.864,32,33,34,1,700,1
Artificial neural network,16,51,102,204,1,400,1
Deep learning,16,51,102,204,1,400,1
Scientific computing,16,51,102,204,1,400,1
Artificial Intelligence,16,51,102,204,1,400,1
Language model,16,51,102,204,1,400,1
Large language model,16,51,102,204,1,400,1
Hardware,12.32,32,33,34,1,700,1
Memristor,16,51,102,204,1,400,1
SpiNNaker,16,51,102,204,1,400,1
Software libraries,12.32,32,33,34,1,700,1
TensorFlow,16,51,102,204,1,400,1
PyTorch,16,51,102,204,1,400,1
Keras,16,51,102,204,1,400,1
Theano,16,51,102,204,1,400,1
Implementations,12.32,32,33,34,1,700,1
AlexNet,16,51,102,204,1,400,1
WaveNet,16,51,102,204,1,400,1
Human image synthesis,16,51,102,204,1,400,1
Speech synthesis,16,51,102,204,1,400,1
Speech recognition,16,51,102,204,1,400,1
Facial recognition,16,51,102,204,1,400,1
AlphaFold,16,51,102,204,1,400,1
DALL-E,16,51,102,204,1,400,1
Midjourney,16,51,102,204,1,400,1
Stable Diffusion,16,51,102,204,1,400,1
Verbal,12.32,32,33,34,1,700,1
LaMDA,16,51,102,204,1,400,1
Project Debater,16,51,102,204,1,400,1
IBM Watson,16,51,102,204,1,400,1
GPT family,16,51,102,204,1,400,1
ChatGPT,16,51,102,204,1,400,1
GPT-J,16,51,102,204,1,400,1
Chinchilla AI,16,51,102,204,1,400,1
BLOOM,16,51,102,204,1,400,1
LLaMA,16,51,102,204,1,400,1
Decisional,12.32,32,33,34,1,700,1
AlphaGo,16,51,102,204,1,400,1
AlphaZero,16,51,102,204,1,400,1
Q-learning,16,51,102,204,1,400,1
SARSA,16,51,102,204,1,400,1
OpenAI Five,16,51,102,204,1,400,1
Self-driving car,16,51,102,204,1,400,1
MuZero,16,51,102,204,1,400,1
Action selection,16,51,102,204,1,400,1
Robot control,16,51,102,204,1,400,1
People,12.32,32,33,34,1,700,1
Yoshua Bengio,16,51,102,204,1,400,1
Alex Graves,16,51,102,204,1,400,1
Ian Goodfellow,16,51,102,204,1,400,1
Demis Hassabis,16,51,102,204,1,400,1
Geoffrey Hinton,16,51,102,204,1,400,1
Yann LeCun,16,51,102,204,1,400,1
Fei-Fei Li,16,51,102,204,1,400,1
Andrew Ng,16,51,102,204,1,400,1
David Silver,16,51,102,204,1,400,1
Organizations,12.32,32,33,34,1,700,1
Anthropic,16,51,102,204,1,400,1
DeepMind,16,51,102,204,1,400,1
EleutherAI,16,51,102,204,1,400,1
Google Brain,16,51,102,204,1,400,1
OpenAI,16,51,102,204,1,400,1
Meta AI,16,51,102,204,1,400,1
MIT CSAIL,16,51,102,204,1,400,1
Architectures,12.32,32,33,34,1,700,1
Neural Turing machine,16,51,102,204,1,400,1
Differentiable neural computer,16,51,102,204,1,400,1
Transformer,16,51,102,204,1,400,1
Recurrent neural network (RNN),16,51,102,204,1,400,1
Long short-term memory (LSTM),16,51,102,204,1,400,1
Gated recurrent unit (GRU),16,51,102,204,1,400,1
Echo state network,16,51,102,204,1,400,1
Multilayer perceptron (MLP),16,51,102,204,1,400,1
Convolutional neural network,16,51,102,204,1,400,1
Residual network,12.32,51,102,204,1,400,1
Autoencoder,16,51,102,204,1,400,1
Variational autoencoder (VAE),16,51,102,204,1,400,1
Generative adversarial network (GAN),16,51,102,204,1,400,1
Graph neural network,16,51,102,204,1,400,1
Portals,16,32,33,34,1,400,1
Computer programming,16,51,102,204,1,400,1
Technology,16,51,102,204,1,400,1
Categories,16,32,33,34,1,400,1
Artificial neural networks,16,51,102,204,1,400,1
Machine learning,16,51,102,204,1,400,1
Computer science,16,51,102,204,1,400,1
ACM Computing Classification System,16,51,102,204,1,400,1
Hardware,16,51,102,204,1,400,1
Printed circuit board,16,51,102,204,1,400,1
Peripheral,16,51,102,204,1,400,1
Integrated circuit,16,51,102,204,1,400,1
Very Large Scale Integration,16,51,102,204,1,400,1
Systems on Chip (SoCs),16,51,102,204,1,400,1
